Cardinality,MIP_mean_entropy,MIP_std_entropy,TOPK_mean_entropy,TOPK_std_entropy,BP_mean_entropy,BP_std_entropy,RND_mean_entropy,RND_std_entropy,SB_mean_entropy,SB_std_entropy,SF_mean_entropy,SF_std_entropy,ICARUS_mean_entropy,ICARUS_std_entropy
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,0.6364781483748418,0.6364781483748418,0.6364781483748418,0.6364781483748418,NA,NA,0.6755595520945249,0.13549724571279406,0.5827749643353595,0.20809364246738465,0.6378388088779414,0.17197934150214447,NA,NA
3,0.5984377804734358,0.5984377804734358,0.5984377804734358,0.5984377804734358,NA,NA,0.6446354873285245,0.0932605054908846,0.5522710406028074,0.19518457344021858,0.6078281585754336,0.14798636081899222,65535,NA
4,0.6057247521051817,0.6057247521051817,0.6057247521051817,0.6057247521051817,NA,NA,0.6740533993386594,0.09288367586718506,0.5724573993384537,0.19981306928656664,0.6467797130438215,0.1417259867552063,32767.78971273977,0.130406807282153
5,0.6599242123738674,0.6599242123738674,0.6599242123738674,0.6599242123738674,NA,NA,0.7348655938100503,0.0861137917958206,0.6119465254825726,0.204677480291692,0.6914689840194918,0.15512217898305022,NA,NA
6,0.6927043957622984,0.6927043957622984,0.6927043957622984,0.6927043957622984,NA,NA,0.7941796394657522,0.08076949766756504,0.6555527820984718,0.22309675558917985,0.7527643464294904,0.17803405983901302,NA,NA
7,0.7526547708609302,0.7526547708609302,0.7526547708609302,0.7526547708609302,NA,NA,0.8441298967736641,0.08607054483278642,0.7187861165965974,0.22629368948789394,0.7962851357555353,0.18776114199299967,0.9644081390505391,0.11011661897058893
8,0.7943866370044164,0.7943866370044164,0.7943866370044164,0.7943866370044164,NA,NA,0.9079416939616974,0.0756944601265976,0.771429413655383,0.24545860274403083,0.8488738307462004,0.20863166787889506,NA,NA
9,0.849996698970797,0.849996698970797,0.849996698970797,0.849996698970797,NA,NA,0.9631970534124717,0.07495714194376583,0.8149550212546108,0.26373270153089656,0.90226748049413,0.22152911618396284,NA,NA
10,0.887750116128023,0.887750116128023,0.887750116128023,0.887750116128023,NA,NA,1.0283133744812674,0.07794270403824972,0.8637248417018555,0.27243044909429937,0.9507679380592275,0.23441317322389962,0.9304992269186098,0.27480097551721455
11,0.9219561791092269,0.9219561791092269,0.9219561791092269,0.9219561791092269,NA,NA,1.0815908166631945,0.07441249139905638,0.9095711884350415,0.2842007953064796,0.9991762204608741,0.2508774975911452,NA,NA
12,0.9715598261250172,0.9715598261250172,0.9715598261250172,0.9715598261250172,NA,NA,1.1398760994336194,0.0725132904994703,0.9624501113442794,0.28903883911159695,1.0487246677011752,0.26156490815082206,NA,NA
13,1.024607755221902,1.024607755221902,1.024607755221902,1.024607755221902,1.1373505868273297,0.30121158824692257,1.200686227895069,0.06798990261034542,1.023481129334137,0.3079457883959671,1.100136595477137,0.28027702687529715,0.5104904474558454,0.24318291514731247
