Cardinality,MIP_mean_entropy,MIP_std_entropy,TOPK_mean_entropy,TOPK_std_entropy,BP_mean_entropy,BP_std_entropy,RND_mean_entropy,RND_std_entropy,SB_mean_entropy,SB_std_entropy,SF_mean_entropy,SF_std_entropy,ICARUS_mean_entropy,ICARUS_std_entropy
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,0.8191612833898329,0.8191612833898329,0.8191612833898329,0.8191612833898329,NA,NA,0.7777384705151835,0.10115432901079807,0.6548561101878227,0.1560434579531225,0.832296114232275,0.10052655048082947,NA,NA
3,0.7205689745878819,0.7205689745878819,0.7205689745878819,0.7205689745878819,NA,NA,0.7166973416875534,0.07622198800530015,0.6729037265568035,0.12843917531661586,0.7927479377880413,0.05972666205881195,NA,NA
4,0.7450419179634811,0.7450419179634811,0.7450419179634811,0.7450419179634811,NA,NA,0.7639715673400037,0.07252934884487665,0.7149174331742363,0.12842617002939868,0.82270741702088,0.0627203778153882,NA,NA
5,0.8313939484581232,0.8313939484581232,0.8313939484581232,0.8313939484581232,NA,NA,0.8126160018976955,0.05966273111944041,0.7819499687039222,0.11165904911166771,0.8687026962011364,0.06252781357330164,NA,NA
6,0.9031302745272219,0.9031302745272219,0.9031302745272219,0.9031302745272219,NA,NA,0.8680526760606321,0.058568245293672966,0.8452031620612639,0.10526622144849129,0.9385885182461855,0.0578500644305059,NA,NA
7,0.9605272548959519,0.9605272548959519,0.9605272548959519,0.9605272548959519,NA,NA,0.9385128118265307,0.056307122332871,0.9177558724825464,0.10320907885009659,0.9908832482741696,0.06399672929352197,NA,NA
8,1.0365603016928269,1.0365603016928269,1.0365603016928269,1.0365603016928269,NA,NA,0.99941678198592665,0.05445037585365392,0.9788140577393497,0.10251854075289732,1.0365973694015014,0.06647393452601084,NA,NA
9,1.109230550581901,1.109230550581901,1.109230550581901,1.109230550581901,NA,NA,1.0702564093245643,0.04838865999934941,1.0427779166670168,0.09975911663267653,1.0910643029296083,0.06366091120289306,NA,NA
10,1.1193084339038575,1.1193084339038575,1.1193084339038575,1.1193084339038575,NA,NA,1.1367348839147295,0.050182355647813065,1.0812439608936997,0.10180206942019386,1.1350168800918037,0.07369930449667161,NA,NA
11,1.1999363215272696,1.1999363215272696,1.1999363215272696,1.1999363215272696,NA,NA,1.1981575552638195,0.04624212541065913,1.1238433150399125,0.09917847058822958,1.1781720373667095,0.088930242053974,NA,NA
12,1.229538318266013,1.229538318266013,1.229538318266013,1.229538318266013,NA,NA,1.265096640345971,0.045245549956414985,1.1667287142950185,0.10040532818640542,1.2262530192950614,0.09531682455950936,NA,NA
13,1.2638617533766738,1.2638617533766738,1.2638617533766738,1.2638617533766738,NA,NA,1.3202622980811345,0.03890579491724059,1.2310207596639613,0.10005863658692717,1.2813971012332814,0.09758228444584617,NA,NA
14,1.315593395375729,1.315593395375729,1.315593395375729,1.315593395375729,NA,NA,1.386049272849624,0.03615757363504007,1.2845603606987908,0.10316364945882961,1.3388347997890258,0.0959602463679922,1.7942472740387412,0.10676702879942819
15,1.3753157788753272,1.3753157788753272,1.3753157788753272,1.3753157788753272,NA,NA,1.4468165531767325,0.03369987134819822,1.3237617964132606,0.09895130927949071,1.3833659226850543,0.0987966553615069,NA,NA
16,1.4083619606462427,1.4083619606462427,1.4083619606462427,1.4083619606462427,NA,NA,1.5101827342039638,0.02557377761053875,1.3815373087639324,0.09233751017167088,1.431982389843264,0.09297220831730602,NA,NA
17,1.4580789419657736,1.4580789419657736,1.4580789419657736,1.4580789419657736,NA,NA,1.5650929260081254,0.019022156830574014,1.4549207309812437,0.09254421423745296,1.5029066568427634,0.08665158980309717,NA,NA
18,1.525050058773297,1.525050058773297,1.5169470530920706,1.5169470530920706,1.5200308637096336,0.09211412865473395,1.6275248431164941,5.646012854083701e-16,1.525050058773297,0.09194434817354896,1.525050058773297,0.09194434817354896,1.513208967750335,0.0859454980343422
