Cardinality,MIP_mean_entropy,MIP_std_entropy,TOPK_mean_entropy,TOPK_std_entropy,BP_mean_entropy,BP_std_entropy,RND_mean_entropy,RND_std_entropy,SB_mean_entropy,SB_std_entropy,SF_mean_entropy,SF_std_entropy,ICARUS_mean_entropy,ICARUS_std_entropy
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,0.6858367170409654,0.6858367170409654,0.6858367170409654,0.6858367170409654,NA,NA,0.47966585798016215,0.21235015236490562,0.8056328218642899,0.07816669964248533,0.9044599435690358,0.049767276184986005,NA,NA
3,0.7214290228380202,0.7214290228380202,0.7214290228380202,0.7214290228380202,NA,NA,0.47573525604667205,0.14643453059763456,0.7062222558757593,0.07821496865821546,0.824266462010398,0.043842619026505464,NA,NA
4,0.7948627965837867,0.7948627965837867,0.7948627965837867,0.7948627965837867,NA,NA,0.477054345240489,0.14781188277228757,0.6867036301993868,0.09383717822117679,0.8532702006843164,0.04113145636504193,NA,NA
5,0.8410123935013724,0.8410123935013724,0.8410123935013724,0.8410123935013724,NA,NA,0.4992948967043218,0.1374742198494466,0.6937953670787667,0.10033896600008262,0.8935857002047632,0.03852473294074319,NA,NA
6,0.925665592749662,0.925665592749662,0.925665592749662,0.925665592749662,NA,NA,0.5532427199900407,0.12159982534381003,0.7323272457594734,0.10588488657586895,0.9283041087144179,0.04172502537606822,NA,NA
7,0.984410470068328,0.984410470068328,0.984410470068328,0.984410470068328,NA,NA,0.6025264101217653,0.12787968739894837,0.7694046329264094,0.08306482595872924,0.9774224526615615,0.03925752801930729,NA,NA
8,1.0180459673746824,1.0180459673746824,1.0180459673746824,1.0180459673746824,NA,NA,0.6412345864612057,0.1287427379223157,0.7961437353581943,0.0921924163668846,1.026770904883365,0.04453240563772092,NA,NA
9,1.0528607377200612,1.0528607377200612,1.0528607377200612,1.0528607377200612,NA,NA,0.7054229625714339,0.11977702318614854,0.8189266873731303,0.104764063681657,1.0624263921270076,0.04567068178752083,NA,NA
10,1.1102671453182391,1.1102671453182391,1.1102671453182391,1.1102671453182391,NA,NA,0.7438355251355531,0.12708923648607137,0.8397498080911695,0.11121644163693452,1.1167575179067584,0.04547997006233621,NA,NA
11,1.1453123345512293,1.1453123345512293,1.1453123345512293,1.1453123345512293,NA,NA,0.7878981779415596,0.1139390495502743,0.8613434829418125,0.12539878078714162,1.1638977760763392,0.04291261873201432,NA,NA
12,1.2081856692946396,1.2081856692946396,1.2081856692946396,1.2081856692946396,NA,NA,0.8280167931401696,0.12236829862393218,0.8821625827882917,0.12602730272461365,1.2119861657204773,0.046685824941893536,NA,NA
13,1.2630090165164622,1.2630090165164622,1.2630090165164622,1.2630090165164622,NA,NA,0.8574328310145438,0.10677041207272991,0.9020625733680612,0.11993852008909302,1.2586776726609115,0.046233588064103215,NA,NA
14,1.2659163817766326,1.2659163817766326,1.2659163817766326,1.2659163817766326,NA,NA,0.9013662258659249,0.11011235817267943,0.9146868441359451,0.12188125648676276,1.3063754731216943,0.04660245245407424,NA,NA
15,1.2668611089332185,1.2668611089332185,1.2668611089332185,1.2668611089332185,NA,NA,0.9359848762528242,0.10705923561188808,0.9342659103415554,0.12960221558791546,1.3549434944068524,0.04737225678751212,NA,NA
16,1.2373719381083423,1.2373719381083423,1.2373719381083423,1.2373719381083423,NA,NA,0.9772746072333816,0.1104719385861396,0.9541692920757453,0.143310431219238,1.3950633866316957,0.049784587568810094,NA,NA
17,1.2154195939785235,1.2154195939785235,1.2154195939785235,1.2154195939785235,NA,NA,1.0135406736013948,0.10309879045308888,0.9638844938438873,0.14874571970959838,1.4163521939097232,0.050344045511062904,NA,NA
18,1.2083706367338518,1.2083706367338518,1.2083706367338518,1.2083706367338518,NA,NA,1.0511308066097662,0.097041869911192,0.9691745785285174,0.14729715301026622,1.4302999465618793,0.04942260652883488,NA,NA
19,1.2461547299970157,1.2461547299970157,1.2461547299970157,1.2461547299970157,NA,NA,1.0979593611892309,0.10269677372239709,0.9813647226500479,0.1442617452612126,1.4429282184778958,0.05353548620086153,NA,NA
20,1.2381155523786693,1.2381155523786693,1.2381155523786693,1.2381155523786693,NA,NA,1.1287963217742305,0.09013851846729556,1.0102413942625506,0.1433053209644768,1.454130789771111,0.05451506913828796,2.0519166252995666,0.08353651059719223
21,1.2251817108470495,1.2251817108470495,1.2251817108470495,1.2251817108470495,NA,NA,1.1628085393867507,0.09364792254529461,1.0449466293806151,0.14076641993255512,1.475559729119003,0.0583248801983741,NA,NA
22,1.2824071418844616,1.2824071418844616,1.2824071418844616,1.2824071418844616,NA,NA,1.2044054953186292,0.09826706313597709,1.0774686325015004,0.13016601742105008,1.4906508602626865,0.05919428143998713,NA,NA
23,1.2683150328658757,1.2683150328658757,1.2683150328658757,1.2683150328658757,NA,NA,1.2467217799695944,0.08155042298774479,1.1103289081823815,0.1260280678858263,1.5049093310722623,0.060646195612177316,2.0577325158630986,0.05502687619050896
24,1.2656901997240024,1.2656901997240024,1.2656901997240024,1.2656901997240024,NA,NA,1.273122524503201,0.07351194024662591,1.1543286154432588,0.12888440235965254,1.5289366948256737,0.06335113495504809,NA,NA
25,1.259276695771618,1.259276695771618,1.259276695771618,1.259276695771618,NA,NA,1.3203675976698799,0.0691151419768709,1.1913429226757224,0.11718779443399094,1.5486460208326605,0.06468992213190992,1.549570051532704,0.06471392523106949
26,1.315835419987522,1.315835419987522,1.3078362582940737,1.3078362582940737,1.5432737735668698,0.0705371822812032,1.3549299770173135,0.06751675927135273,1.2233172694984198,0.10568888436869987,1.5414273531263236,0.07116021046338514,1.0325270793791514,0.08339703641470557
27,1.3581344196395517,1.3581344196395517,1.2928603443327384,1.2928603443327384,NA,NA,1.3956297246363996,0.06027301961284043,1.2676145670687358,0.10028117758913843,1.5237766087982993,0.07034536136999768,NA,NA
28,1.4232638895666692,1.4232638895666692,1.278750080445347,1.278750080445347,NA,NA,1.4168138641338617,0.05430139900564861,1.3079224798923896,0.09324911560022361,1.5125001479213456,0.07382219219620734,NA,NA
29,1.46391956106429,1.46391956106429,1.26542394864784,1.26542394864784,NA,NA,1.459620609770206,0.04183490420634,1.3597008866909048,0.0914026383798275,1.5084891847073738,0.0804688252143606,NA,NA
30,1.4880295907886074,1.4880295907886074,1.2528107919936489,1.2528107919936489,NA,NA,1.497577975719035,0.03127683132673678,1.418067028600189,0.09320092485440379,1.4972223900244186,0.08518642466522011,NA,NA
31,1.4919329206324288,1.4919329206324288,1.2408481836745064,1.2408481836745064,NA,NA,1.5305941857666603,4.0328663243455014e-16,1.4919603053843045,0.0917025243227542,1.4919603053843045,0.0917025243227542,1.4909355365395232,0.09116058201064396
