Cardinality,MIP_mean_entropy,MIP_std_entropy,TOPK_mean_entropy,TOPK_std_entropy,BP_mean_entropy,BP_std_entropy,RND_mean_entropy,RND_std_entropy,SB_mean_entropy,SB_std_entropy,SF_mean_entropy,SF_std_entropy,ICARUS_mean_entropy,ICARUS_std_entropy
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,0.9059505662669745,0.9059505662669745,0.9059505662669745,0.9059505662669745,NA,NA,0.8518684600357945,0.07035843149610099,0.8806369386662866,0.03124389826226504,0.9396637323439173,0.026948172395664712,NA,NA
3,0.8345139502200623,0.8345139502200623,0.8345139502200623,0.8345139502200623,NA,NA,0.8164499158726056,0.05499007029187271,0.8260338006725603,0.030347287009383016,0.8815032621360205,0.02541815601288453,NA,NA
4,0.8917821048281097,0.8917821048281097,0.8917821048281097,0.8917821048281097,NA,NA,0.8580027294682372,0.04494927344285262,0.8795900918452086,0.028357781262055196,0.9258475738476163,0.02192250109305558,NA,NA
5,0.9293316908051055,0.9293316908051055,0.9293316908051055,0.9293316908051055,NA,NA,0.9232843278809121,0.03795935324799915,0.945289530475056,0.02910894376450114,0.9837845120215905,0.0251731759436398,NA,NA
6,0.9594700227327061,0.9594700227327061,0.9594700227327061,0.9594700227327061,NA,NA,0.9968787790529559,0.03620657099797145,1.0127037606673959,0.027469520160206304,1.0515011884493164,0.022887375289636473,NA,NA
7,1.0489519387538841,1.0489519387538841,1.0489519387538841,1.0489519387538841,NA,NA,1.070627513190393,0.02868038257346224,1.0730573198405524,0.0280764499892713,1.1221019421014555,0.023182150904796025,NA,NA
8,1.1245345193660121,1.1245345193660121,1.1245345193660121,1.1245345193660121,NA,NA,1.1451070500350191,0.02319609229807836,1.124302606490097,0.027490446568752665,1.1896700590007774,0.022989221096898223,NA,NA
9,1.2019799340587938,1.2019799340587938,1.2019799340587938,1.2019799340587938,NA,NA,1.2175085131248535,0.017004757110830115,1.1906437022392866,0.02509540933108887,1.2281144603877465,0.018329438181034108,NA,NA
10,1.2820221801033924,1.2820221801033924,1.2820221801033924,1.2820221801033924,1.282011061115441,0.01957836986589072,1.2916655558735084,1.6131465297382006e-16,1.282011061115441,0.01957836986589072,1.282011061115441,0.01957836986589072,1.282011061115441,0.01957836986589072
