Cardinality,MIP_mean_entropy,MIP_std_entropy,TOPK_mean_entropy,TOPK_std_entropy,BP_mean_entropy,BP_std_entropy,RND_mean_entropy,RND_std_entropy,SB_mean_entropy,SB_std_entropy,SF_mean_entropy,SF_std_entropy,ICARUS_mean_entropy,ICARUS_std_entropy
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,0.7050401621614966,0.7050401621614966,0.7050401621614966,0.7050401621614966,NA,NA,0.47413321827438254,0.13868094964369498,0.3941208137378474,0.15085581983491564,0.8633021968008221,0.08868532959131142,NA,NA
3,0.49639783212075395,0.49639783212075395,0.49639783212075395,0.49639783212075395,NA,NA,0.4475744471542929,0.10162326857166191,0.3886272206060245,0.11709046655346494,0.6966538356278146,0.0683356935106513,NA,NA
4,0.549580487949672,0.549580487949672,0.549580487949672,0.549580487949672,NA,NA,0.4702232301900939,0.08451762096946232,0.4644872911479741,0.1116603448001405,0.695921221251649,0.06197189050358326,NA,NA
5,0.6075201934129285,0.6075201934129285,0.6075201934129285,0.6075201934129285,NA,NA,0.5180087628664075,0.08456973400498376,0.5088243622312947,0.1023713882442655,0.743552817269848,0.07352744762836584,NA,NA
6,0.5881184081648564,0.5881184081648564,0.5881184081648564,0.5881184081648564,NA,NA,0.5518898766921801,0.07628736206645725,0.5376237633719726,0.10935602244918083,0.7782771425898863,0.0824902012502624,NA,NA
7,0.5954452952259093,0.5954452952259093,0.5954452952259093,0.5954452952259093,NA,NA,0.6021412695395356,0.07983983226395062,0.5507701983591653,0.1321835204713122,0.7977114383932937,0.0932911839637776,NA,NA
8,0.6609430072830463,0.6609430072830463,0.6609430072830463,0.6609430072830463,NA,NA,0.6293987902126004,0.06721313983126084,0.5650095056103187,0.13801868150766997,0.8422424907426537,0.0965572589328353,NA,NA
9,0.6643111943522715,0.6643111943522715,0.6643111943522715,0.6643111943522715,NA,NA,0.6741981032688343,0.07489596547521819,0.5908738708982356,0.15402106605793653,0.8778409784288497,0.10427714949427337,NA,NA
10,0.6963984846254213,0.6963984846254213,0.6963984846254213,0.6963984846254213,NA,NA,0.7146176087743574,0.0731475336901302,0.6180827481742647,0.15531184544723664,0.905004024803766,0.10480522885443753,NA,NA
11,0.746584416730183,0.746584416730183,0.746584416730183,0.746584416730183,NA,NA,0.7658493500151711,0.07178470635346049,0.6505602221470181,0.16788304496631395,0.9256569802982851,0.1016527378553216,NA,NA
12,0.7624513971937745,0.7624513971937745,0.7624513971937745,0.7624513971937745,NA,NA,0.803748031228707,0.07741242414165532,0.6814897125417797,0.17211953749227007,0.9454852619726533,0.10912825672132795,NA,NA
13,0.7762180441399017,0.7762180441399017,0.7762180441399017,0.7762180441399017,NA,NA,0.8488250605519999,0.07488267740665241,0.7197867078779802,0.1677378072556509,0.9753008781200037,0.11620089833470526,NA,NA
14,0.7833861587490479,0.7833861587490479,0.7833861587490479,0.7833861587490479,NA,NA,0.8770595036804643,0.07232579699312226,0.7561196108604578,0.17607767086700585,1.009767465678962,0.12040789825803079,NA,NA
