Cardinality,MIP_mean_regret,MIP_std_regret,TOPK_mean_regret,TOPK_std_regret,BP_mean_regret,BP_std_regret,RND_mean_regret,RND_std_regret,SB_mean_regret,SB_std_regret,SF_mean_regret,SF_std_regret,ICARUS_mean_regret,ICARUS_std_regret
1,844893396.7229073,1926667442.66133,111019000.9700239,77140763.14788298,NA,NA,2104549190.9527788,2489371230.5566955,NA,NA,NA,NA,NA,NA
2,582803.9316836981,1123058.7669852285,68811473.80671768,88591925.11464727,NA,NA,253077834.31230617,315472186.10529137,NA,NA,NA,NA,NA,NA
3,335381.36987645255,1006117.0554007298,8.450139039438472,4.03051762022721,NA,NA,33148473.3641732,48700915.35814737,NA,NA,NA,NA,NA,NA
4,1,0,1,0,NA,NA,1,0,NA,NA,NA,NA,1,0
