Cardinality,MIP_mean_regret,MIP_std_regret,TOPK_mean_regret,TOPK_std_regret,BP_mean_regret,BP_std_regret,RND_mean_regret,RND_std_regret,SB_mean_regret,SB_std_regret,SF_mean_regret,SF_std_regret,ICARUS_mean_regret,ICARUS_std_regret
1,1030291332.9747276,1359735043.078735,4958108075.02607,9586854279.768288,NA,NA,11366229005453408e8,1963732660223676e9,990151864638003.6,3014078939353964,2466686606747314.5,7408767970617092,NA,NA
2,603676718.8114798,1204661803.1714764,1381649762.9578948,1672411832.6994245,NA,NA,25734865015525766e7,8430405689791264e8,299168644378814.6,845847150457887,418835724951914.44,1308723979240885.2,NA,NA
3,616559355.3658342,1319270158.1851118,1381649762.9578948,1672411832.6994245,NA,NA,2144578991293922e7,11746325508355123e7,273433779887148.5,848966290231788.5,357715380477552.94,1124443278752374.2,NA,NA
4,11597794.631272862,6559516.374331971,1369209773.395328,1682401349.1253781,NA,NA,68797202374173870,331656714960859e3,272789956170174.25,849180242374029.1,357072064368812.7,1124658384022189.1,NA,NA
5,422201894.04087055,1248167413.5532668,1328696651.820313,1712234985.3701131,NA,NA,3974533937401763,4468365339765153,271503094479237.12,849596450008697.25,330693736084723.44,1041243268832157.6,NA,NA
6,421998169.1515837,1248235903.7565417,640587546.0677239,1260979295.3001804,NA,NA,3414157489984126,3421455574187623,270859730626725.97,849804530129675.25,89429118182284.27,280552817315764.62,NA,NA
7,419267988.76087177,1249143125.5466092,399317597.3850621,702082101.0938289,NA,NA,2752342865917395.5,2105303784999719.5,234830927573066.7,735871701912634.6,89428864864441.44,280552507747825.5,NA,NA
8,419240926.4145242,1249152080.0104294,275885954.2535931,580415957.5515901,NA,NA,2530594175224727,2013501801305081.7,234187614641920.84,736079764178859.6,89428702827254.83,280552171745490.16,NA,NA
9,421044618.7265762,1248555910.5102322,48324792.69125375,117062596.23879792,NA,NA,2195397706686253.5,2205506882626942,234187551992276.66,736079786194992.1,89428694973826.39,280552155472930.4,NA,NA
10,4853243.914882427,6987925.747177006,44268577.34971712,118294066.392839,NA,NA,1968930982987699.7,1658508628321044.7,232900905794842.16,736495916990721.5,88785317290585.1,280763612498751.44,NA,NA
11,2779711.76054475,6049848.481618955,2468756.184412497,6143430.1643185,NA,NA,1883362542579121,1486227821578623.7,224537077881981.72,710047170945969.4,61577023.136383094,193794227.69239664,NA,NA
