Cardinality,MIP_mean_regret,MIP_std_regret,TOPK_mean_regret,TOPK_std_regret,BP_mean_regret,BP_std_regret,RND_mean_regret,RND_std_regret,SB_mean_regret,SB_std_regret,SF_mean_regret,SF_std_regret,ICARUS_mean_regret,ICARUS_std_regret
12,4132612.061131443,7632210.836615691,2468756.184412497,6143430.1643185,NA,NA,1755331638885860.5,1436299195363197.7,224537072738704.06,710047172757318.75,61545560.059932426,193802962.59807667,NA,NA
13,4145642.9987062663,7628079.143381778,2301520.962971848,6185451.979853468,NA,NA,1635879030757436.7,1422817330543786.7,224537038114881.7,710047165241964.1,2254169.026216623,6532017.407454976,NA,NA
14,4145498.2451068684,7628157.8052652385,2081315.478884929,6243446.3542833105,NA,NA,1345289644108153,1360246553666496.5,224537032274988.25,710047166442949.75,2178169.7160023404,6554504.734859227,NA,NA
15,2367089.061180017,6176035.272902933,2081315.310876231,6243446.410290624,NA,NA,1190237133761860.5,1301823490162414.2,224537032097847.37,710047166505190.9,2081274.0882523449,6581184.851201077,NA,NA
16,2532568.0178400096,6132410.638774602,2081315.310876231,6243446.410290624,NA,NA,1022317163814307.7,1209698860070299.2,224537031986795.25,710047166544210.6,2081258.0790466277,6581190.475617757,NA,NA
17,2532567.6629741658,6132410.78532719,2081315.245550213,6243446.4320676895,NA,NA,994223294072009.25,1189895627825665.2,224537031820925.25,710047166602477.1,2081253.2323815445,6581192.178445896,NA,NA
18,2354056.526789309,6177387.60288832,2081315.1814117911,6243446.453448857,NA,NA,980712458974938.4,1204963036282791.5,224537031744202.53,710047166629434.75,2081206.8193653375,6581208.484112494,NA,NA
19,2367086.2327329675,6176036.356958251,2081271.811719399,6243460.906916857,NA,NA,749527676663251.4,1054293340930536.9,224537031435410.44,710047166737933.4,2081188.2836315273,6581214.9964708015,NA,NA
20,2188575.173455731,6215947.212283717,2081271.799390632,6243460.911026675,NA,NA,845390004611089.4,1068563914241351.6,224537031386996.1,710047166754944.5,2081176.967829744,6581218.972192181,2188575.173455731,6552183.6687302375
21,2188575.000203342,6215947.273284169,2081271.6170928539,6243460.971795999,NA,NA,684547160376446,1007855996485056.4,224537031136780.75,710047166842861.4,2081167.6232999004,6581222.255353418,NA,NA
22,2081168.385056957,6243495.38049359,2081269.4142549739,6243461.706088432,NA,NA,693768806429259.25,971116553281804.5,224536911252639.94,710047208965579.1,2081167.0692731559,6581222.4500182755,NA,NA
23,2081166.7934714998,6243495.911021131,2081269.2851090808,6243461.749139418,NA,NA,579463161771411.75,941337087160359.75,224536911228075.78,710047208974210.1,2081166.6450141112,6581222.599087533,2081166.928627175,6581222.499436065
24,2081166.4552577757,6243496.023759028,2081269.2851090808,6243461.749139418,NA,NA,410899859147889.5,824696598123320.25,116450457589252.83,368248260577717,2081166.4137118296,6581222.68035885,NA,NA
25,2081166.3544096842,6243496.0573750585,2081269.2851090808,6243461.749139418,NA,NA,363075916845503,752445438631086.5,80421660511835.81,254315409796277.47,2081166.3536570277,6581222.701459957,2081166.3568687006,6581222.7003314905
26,2081166.352653486,6243496.057960458,2081269.2851090808,6243461.749139418,2081166.352653486,6581222.701812566,252201582510222.66,643495586560345.75,36029035510446.69,113933603857136.9,2081166.352653486,6581222.701812566,2081166.352653486,6581222.701812566
27,2081166.352653486,6243496.057960458,2081269.2851090808,6243461.749139418,NA,NA,308818265267003.3,744743828764169.6,59938593.07783473,188708392.3975956,2081166.352653486,6581222.701812566,NA,NA
28,1,0,103.93245559505854,161.616090211333,NA,NA,186148787663519.62,558718811603169.2,59890321.02848263,188686966.52445245,2081166.352653486,6581222.701812566,NA,NA
29,1,0,103.93245559505854,161.616090211333,NA,NA,117093592171867.81,351363610335218.25,59668380.84607591,188597450.36567152,1,0,NA,NA
30,2081166.352653486,6243496.057960458,103.93245559505854,161.616090211333,NA,NA,90071993598707.17,403005820751395.2,94563.58368112348,299026.8000886854,1,0,NA,NA
31,1,0,1,0,NA,NA,1,0,1,0,1,0,1,0
