Cardinality,MIP_mean_regret,MIP_std_regret,TOPK_mean_regret,TOPK_std_regret,BP_mean_regret,BP_std_regret,RND_mean_regret,RND_std_regret,SB_mean_regret,SB_std_regret,SF_mean_regret,SF_std_regret,ICARUS_mean_regret,ICARUS_std_regret
1,417391.6579150327,1221122.7447633906,1657107889.5014095,4912165150.248464,NA,NA,6215274405.773631,6392348853.614171,1401767284.0267754,1475145724.8287284,1421075622.189054,4439561174.310576,NA,NA
2,2010.600526577257,5887.658764633478,85346.65431792637,249397.47585107526,NA,NA,1843834922.339464,3245828087.894835,232652532.14537135,374275827.39522886,131718.9604749168,409583.37098076567,NA,NA
3,2006.0744990517792,5889.082460043629,1995.1326291357934,5892.433068861793,NA,NA,573093487.572154,786363123.8981097,17529780.631069176,50465287.07432287,1985.4310162204713,6214.535046029433,NA,NA
4,1973.889552107525,5899.415676205417,1983.452973486896,5896.266779402861,NA,NA,332792349.69912845,712711009.5021254,13573883.16488693,42918136.178099334,1976.420690973448,6217.657282431196,NA,NA
5,1973.5395015615445,5899.532367616363,1972.85300560124,5899.760679009478,NA,NA,149887918.26865503,362734331.5192142,10595713.492886245,33504419.310472287,1974.337804378995,6218.386358518616,NA,NA
6,1969.3300947449989,5900.933772563566,1972.3708999843343,5899.921537220122,NA,NA,63283059.40477199,219496471.2077926,811.1533071598592,1218.6235904093471,1972.2954945633844,6219.091177423761,NA,NA
7,1.3963271641465043,0.4766532971853249,1971.4344203581302,5900.233755136333,NA,NA,37650431.51244617,135899574.63840267,785.4777107430652,1232.4600779370064,1408.7746288879998,4442.559239865016,NA,NA
8,1.119860250870959,0.18036810524504637,1968.6700139933575,5901.153765000872,NA,NA,14122658.142450646,77322220.60978279,684.7487396026033,1020.1201973577641,564.8565230058472,1778.7715082553423,1.1815594170921306,0.3044178832372718
9,1.119860250870959,0.18036810524504637,1968.5197242724335,5901.203859181304,NA,NA,4687.247186486014,7392.499922486131,351.72381165607703,649.8603125841947,282.19150647391155,888.781590245163,NA,NA
10,1.088557885845781,0.18302156026326566,1.06571850619148,0.18697721916245194,NA,NA,3396.2994252039116,6813.551587933918,282.9040322313464,468.65014884219335,1.0846148452148945,0.19376060410802223,1.088557885845781,0.19292166378322873
11,1.0836798370652931,0.18271634064639047,1.06571850619148,0.18697721916245194,NA,NA,2576.634748374472,5573.2127731521505,49.82435227122221,70.61513701033655,1.06571850619148,0.19709129437260978,1.0779136281426998,0.19634459244868316
12,1.06571850619148,0.18697721916245194,1.06571850619148,0.18697721916245194,NA,NA,1878.8922895435076,4947.152140443899,45.214712062986436,71.49318793916495,1.06571850619148,0.19709129437260978,1.06571850619148,0.19709129437260978
13,1.0625954198473282,0.18778625954198463,1.06571850619148,0.18697721916245194,1.06571850619148,0.19709129437260978,1535.8162568732887,4518.903281036723,45.19830857998182,71.502965832668,1.06571850619148,0.19709129437260978,1.06571850619148,0.19709129437260978
14,1,0,1.06571850619148,0.18697721916245194,NA,NA,972.1855927016226,2946.3780923442005,40.51230951539385,72.97382410034042,1.06571850619148,0.19709129437260978,NA,NA
15,1.0031230863441518,0.00936925903245558,1.0031230863441518,0.00936925903245558,NA,NA,373.73853193266194,1013.8752928863873,34.34167472773171,74.8106415679333,1.0031230863441518,0.009876066176888363,NA,NA
16,1.0031230863441518,0.00936925903245558,1.0031230863441518,0.00936925903245558,NA,NA,723.6116796285029,2342.159054932533,32.72686050096398,75.06862750529605,1.0031230863441518,0.009876066176888363,1.0210844172179647,0.0290814519434958
17,1,0,1.0031230863441518,0.00936925903245558,NA,NA,145.73120333847038,412.841500775273,32.72686050096398,75.06862750529605,1.0031230863441518,0.009876066176888363,1.0210844172179647,0.0290814519434958
18,1.0372955288985823,0.11188658669574696,1.0031230863441518,0.00936925903245558,NA,NA,148.42151935053343,352.9574670754858,32.72686050096398,75.06862750529605,1.0031230863441518,0.009876066176888363,1.0090840072978993,0.017225446915465153
19,1,0,1.0031230863441518,0.00936925903245558,NA,NA,56.14232010773825,182.5619771446897,32.72686050096398,75.06862750529605,1.0031230863441518,0.009876066176888363,NA,NA
20,1,0,1,0,NA,NA,43.068388424650266,136.86223685631919,32.72686050096398,75.06862750529605,1,0,1.0024984690753214,0.00790085294151069
21,1,0,1,0,NA,NA,12.281139194435141,39.0934593304188,31.272963014855254,75.65275071011182,1,0,1.027866354097506,0.07345576378992869
22,1,0,1,0,NA,NA,1,0,1,0,1,0,1.0004461551920216,0.0014108665966983374
