Cardinality,MIP_mean_regret,MIP_std_regret,TOPK_mean_regret,TOPK_std_regret,BP_mean_regret,BP_std_regret,RND_mean_regret,RND_std_regret,SB_mean_regret,SB_std_regret,SF_mean_regret,SF_std_regret,ICARUS_mean_regret,ICARUS_std_regret
1,172873945.5434241,250783107.89156812,433683011.5547577,275584599.62123275,NA,NA,759894772.5927172,33771800.94197713,NA,NA,NA,NA,NA,NA
2,2043796.4155056742,1323831.960097368,398776806.5250818,298588691.86322623,NA,NA,705939838.8776896,173135598.24157506,NA,NA,NA,NA,NA,NA
3,2009578.7384987108,1357562.7684068128,398732785.2347291,298647309.5242665,NA,NA,647222086.7453701,226424492.88422227,NA,NA,NA,NA,NA,NA
4,1637083.0626905416,1541693.4841399016,398642550.779049,298767610.01197374,NA,NA,524756182.9196871,318547993.9365762,NA,NA,NA,NA,NA,NA
5,880717.4666576413,1277101.4202099713,398642550.7715273,298767610.02200985,NA,NA,422635410.3773043,346496629.2406845,NA,NA,NA,NA,NA,NA
6,677564.2966689037,1303468.5977334916,398618320.0339073,298799928.2895326,NA,NA,293992514.2578819,331179671.9825852,NA,NA,NA,NA,NA,NA
7,447642.1602597122,1342913.3726322192,398618320.0339073,298799928.2895326,NA,NA,90314007.81238708,202396189.67377076,NA,NA,NA,NA,NA,NA
8,1,0,1,0,NA,NA,1,0,NA,NA,NA,NA,1.3836154762098674,1.2130986505133179
